1 1023 0 1 
1 0 0 2 
1 453 0 3 
1 579 0 4 
1 677 0 5 
1 673 0 6 
1 564 0 7 
1 435 0 8 
1 557 0 9 
1 647 0 10 
1 693 0 12 
1 343 0 13 
1 915 0 14 
1 330 0 15 
1 434 0 16 
1 468 0 17 
1 484 0 18 
1 488 0 19 
1 589 0 20 
1 635 0 21 
1 864 0 22 
1 322 0 23 
1 481 0 24 
1 563 0 25 
1 939 0 26 
1 276 0 27 
1 507 0 28 
1 535 0 29 
1 590 0 30 
1 604 0 31 
1 721 0 32 
1 903 0 33 
1 918 0 34 
1 344 0 35 
1 520 0 36 
1 657 0 37 
1 807 0 38 
1 847 0 39 
1 334 0 40 
1 547 0 41 
1 591 0 43 
1 623 0 44 
1 642 0 45 
1 662 0 46 
1 238 0 47 
1 241 0 48 
1 269 0 49 
1 527 0 50 
1 580 0 51 
1 656 0 52 
1 950 0 53 
1 561 0 54 
1 584 0 55 
1 629 0 56 
1 689 0 58 
1 732 0 59 
0 1023 0 60 
1 396 0 61 
1 478 0 62 
1 940 0 63 
1 957 0 65 
1 362 0 67 
1 369 0 68 
1 383 0 69 
1 550 0 71 
1 681 0 72 
1 711 0 73 
1 739 0 75 
1 769 0 76 
1 829 0 77 
1 839 0 78 
1 846 0 79 
1 879 0 80 
1 936 0 81 
1 275 0 82 
1 318 0 83 
1 379 0 84 
1 393 0 85 
1 438 0 86 
1 441 0 87 
1 522 0 88 
1 606 0 90 
1 729 0 91 
1 837 0 92 
1 942 0 93 
1 1008 0 94 
1 86 0 95 
1 108 0 96 
1 375 0 97 
1 432 0 98 
1 452 0 99 
1 459 0 100 
1 472 0 101 
1 548 0 102 
1 670 0 103 
1 792 0 104 
1 970 0 105 
1 210 0 106 
1 274 0 107 
1 280 0 108 
1 296 0 110 
1 323 0 111 
1 348 0 112 
1 389 0 113 
1 415 0 114 
1 429 0 115 
1 430 0 116 
1 439 0 117 
1 540 0 118 
1 597 0 119 
1 622 0 120 
1 640 0 121 
1 645 0 122 
1 675 0 123 
1 706 0 124 
1 822 0 125 
1 948 0 126 
1 349 0 127 
1 446 0 128 
1 460 0 129 
1 536 0 130 
1 560 0 131 
1 613 0 132 
1 637 0 135 
1 775 0 136 
1 789 0 137 
1 795 0 140 
1 237 0 141 
1 251 0 142 
1 259 0 143 
1 320 0 144 
1 347 0 145 
1 377 0 147 
1 399 0 149 
1 403 0 150 
1 455 0 151 
1 469 0 152 
1 499 0 153 
1 509 0 154 
1 559 0 155 
1 614 0 156 
1 624 0 157 
1 638 0 158 
1 691 0 159 
1 704 0 161 
1 763 0 162 
1 774 0 164 
1 832 0 165 
1 899 0 166 
1 1022 0 167 
1 27 0 169 
1 131 0 170 
1 321 0 171 
1 401 0 172 
1 404 0 173 
1 440 0 174 
1 487 0 175 
1 495 0 176 
1 510 0 177 
1 518 0 178 
1 570 0 179 
1 587 0 180 
1 648 0 181 
1 713 0 182 
1 770 0 183 
1 830 0 184 
1 868 0 185 
1 63 0 186 
1 221 0 187 
1 319 0 189 
1 380 0 191 
1 408 0 192 
1 413 0 193 
1 416 0 194 
1 492 0 195 
1 500 0 197 
1 506 0 198 
1 545 0 199 
1 586 0 200 
1 593 0 201 
1 741 0 202 
1 743 0 203 
1 804 0 204 
1 850 0 205 
1 870 0 206 
1 924 0 207 
1 93 0 208 
1 402 0 209 
1 424 0 210 
1 474 0 211 
1 476 0 212 
1 493 0 213 
1 515 0 214 
1 630 0 215 
1 667 0 216 
1 688 0 217 
1 696 0 218 
1 717 0 219 
1 812 0 220 
1 849 0 221 
1 860 0 222 
1 888 0 223 
1 135 0 224 
1 232 0 225 
1 239 0 226 
1 257 0 227 
1 294 0 228 
1 314 0 229 
1 327 0 230 
1 420 0 231 
1 480 0 232 
1 519 0 233 
1 543 0 234 
1 576 0 235 
1 616 0 236 
1 625 0 239 
1 631 0 240 
1 685 0 241 
1 720 0 242 
1 756 0 243 
1 762 0 244 
1 785 0 245 
1 794 0 246 
1 806 0 247 
1 857 0 248 
1 866 0 249 
1 893 0 250 
1 928 0 251 
1 113 0 252 
1 258 0 254 
1 324 0 255 
1 351 0 256 
1 382 0 257 
1 411 0 258 
1 554 0 259 
1 567 0 260 
1 596 0 261 
1 632 0 262 
1 671 0 263 
1 678 0 264 
1 779 0 265 
1 809 0 266 
1 851 0 267 
1 890 0 268 
1 911 0 269 
1 916 0 270 
1 943 0 271 
1 193 0 272 
1 216 0 274 
1 229 0 275 
1 230 0 276 
1 242 0 277 
1 260 0 278 
1 273 0 279 
1 360 0 280 
1 363 0 282 
1 390 0 283 
1 397 0 284 
1 418 0 285 
1 436 0 286 
1 457 0 287 
1 526 0 288 
1 534 0 290 
1 562 0 292 
1 577 0 293 
1 619 0 295 
1 650 0 296 
1 735 0 297 
1 738 0 298 
1 748 0 299 
1 800 0 300 
1 820 0 301 
1 883 0 302 
1 923 0 303 
1 964 0 304 
1 1007 0 305 
1 179 0 306 
1 192 0 308 
1 286 0 309 
1 309 0 310 
1 355 0 311 
1 426 0 312 
1 462 0 313 
1 529 0 315 
1 566 0 317 
1 603 0 318 
1 621 0 319 
1 669 0 320 
1 686 0 321 
1 771 0 322 
1 777 0 323 
1 819 0 324 
1 859 0 325 
1 901 0 326 
1 984 0 327 
1 138 0 328 
1 200 0 329 
1 218 0 330 
1 243 0 331 
1 292 0 332 
1 335 0 333 
1 364 0 334 
1 376 0 335 
1 442 0 336 
1 482 0 337 
1 483 0 338 
1 524 0 339 
1 558 0 340 
1 568 0 341 
1 578 0 342 
1 581 0 343 
1 592 0 344 
1 646 0 345 
1 690 0 346 
1 701 0 347 
1 740 0 348 
1 745 0 349 
1 759 0 350 
1 761 0 352 
1 814 0 353 
1 841 0 355 
1 869 0 357 
1 871 0 358 
1 959 0 359 
1 977 0 360 
1 1011 0 361 
1 31 0 362 
1 88 0 363 
1 156 0 364 
1 199 0 365 
1 235 0 366 
1 336 0 367 
1 456 0 368 
1 512 0 369 
1 542 0 370 
1 575 0 371 
1 612 0 372 
1 618 0 373 
1 620 0 374 
1 641 0 375 
1 651 0 376 
1 652 0 377 
1 654 0 378 
1 782 0 380 
1 906 0 381 
1 925 0 382 
1 958 0 383 
1 1013 0 384 
1 1018 0 387 
1 46 0 388 
1 159 0 389 
1 184 0 390 
1 208 0 391 
1 261 0 393 
1 328 0 395 
1 342 0 396 
1 398 0 397 
1 414 0 398 
1 417 0 399 
1 419 0 400 
1 421 0 401 
1 445 0 402 
1 461 0 403 
1 494 0 404 
1 497 0 406 
1 505 0 407 
1 528 0 408 
1 532 0 409 
1 544 0 410 
1 552 0 411 
1 595 0 412 
1 602 0 413 
1 639 0 414 
1 643 0 415 
1 663 0 416 
1 674 0 417 
1 683 0 418 
1 695 0 419 
1 703 0 420 
1 708 0 421 
1 716 0 422 
1 737 0 423 
1 764 0 424 
1 778 0 425 
1 784 0 426 
1 803 0 427 
1 810 0 429 
1 818 0 430 
1 824 0 431 
1 836 0 432 
1 840 0 434 
1 854 0 435 
1 878 0 436 
1 885 0 437 
1 927 0 438 
1 1000 0 440 
1 60 0 441 
1 87 0 443 
1 94 0 444 
1 109 0 445 
1 140 0 446 
1 158 0 448 
1 244 0 450 
1 247 0 452 
1 266 0 453 
1 279 0 454 
1 293 0 456 
1 298 0 457 
1 331 0 458 
1 374 0 460 
1 410 0 461 
1 443 0 462 
1 450 0 463 
1 473 0 464 
1 516 0 465 
1 539 0 466 
1 546 0 467 
1 572 0 468 
1 582 0 469 
1 599 0 470 
1 664 0 471 
1 712 0 472 
1 730 0 473 
1 731 0 474 
1 750 0 475 
1 816 0 476 
1 831 0 477 
1 833 0 478 
1 881 0 479 
1 884 0 480 
1 896 0 481 
1 907 0 483 
1 966 0 484 
1 974 0 485 
1 1015 0 487 
1 33 0 488 
1 44 0 490 
1 79 0 491 
1 139 0 492 
1 142 0 493 
1 150 0 495 
1 173 0 496 
1 176 0 497 
1 214 0 498 
1 222 0 499 
1 308 0 500 
1 317 0 501 
1 337 0 502 
1 345 0 503 
1 400 0 504 
1 405 0 505 
1 425 0 506 
1 464 0 507 
1 485 0 508 
1 511 0 509 
1 551 0 511 
1 609 0 512 
1 634 0 513 
1 660 0 514 
1 692 0 515 
1 719 0 516 
1 944 0 517 
1 993 0 519 
1 1009 0 520 
1 132 0 521 
1 134 0 522 
1 178 0 523 
1 186 0 525 
1 189 0 526 
1 217 0 527 
1 225 0 528 
1 264 0 530 
1 265 0 531 
1 268 0 532 
1 284 0 533 
1 370 0 534 
1 423 0 535 
1 447 0 537 
1 449 0 538 
1 458 0 539 
1 463 0 540 
1 514 0 541 
1 565 0 542 
1 571 0 543 
1 600 0 544 
1 607 0 546 
1 617 0 548 
1 694 0 549 
1 727 0 550 
1 758 0 551 
1 767 0 552 
1 786 0 553 
1 788 0 554 
1 823 0 555 
1 843 0 556 
1 873 0 558 
1 891 0 559 
1 914 0 560 
1 985 0 561 
1 1019 0 562 
1 68 0 563 
1 137 0 564 
1 170 0 566 
1 204 0 567 
1 207 0 568 
1 236 0 569 
1 311 0 571 
1 467 0 572 
1 530 0 573 
1 531 0 574 
1 588 0 575 
1 668 0 576 
1 700 0 577 
1 705 0 578 
1 715 0 579 
1 766 0 580 
1 852 0 581 
1 932 0 582 
1 953 0 583 
1 955 0 584 
1 973 0 585 
1 979 0 586 
1 990 0 587 
1 1001 0 588 
1 35 0 589 
1 92 0 590 
1 102 0 591 
1 122 0 592 
1 187 0 594 
1 256 0 595 
1 332 0 596 
1 475 0 597 
1 479 0 598 
1 486 0 601 
1 508 0 602 
1 523 0 603 
1 615 0 604 
1 680 0 605 
1 682 0 606 
1 697 0 607 
1 724 0 608 
1 765 0 609 
1 799 0 610 
1 801 0 611 
1 808 0 613 
1 821 0 614 
1 848 0 615 
1 853 0 616 
1 882 0 617 
1 897 0 618 
1 945 0 619 
1 961 0 620 
1 992 0 621 
1 1012 0 622 
1 1016 0 623 
1 124 0 625 
1 133 0 626 
1 180 0 627 
1 197 0 628 
1 226 0 629 
1 240 0 631 
1 289 0 632 
1 310 0 633 
1 329 0 637 
1 333 0 638 
1 340 0 639 
1 357 0 640 
1 386 0 641 
1 427 0 642 
1 433 0 643 
1 501 0 644 
1 503 0 645 
1 549 0 646 
1 569 0 647 
1 583 0 648 
1 644 0 649 
1 659 0 650 
1 665 0 651 
1 666 0 652 
1 736 0 653 
1 747 0 654 
1 783 0 655 
1 793 0 656 
1 861 0 657 
1 909 0 658 
1 920 0 659 
1 956 0 660 
1 988 0 661 
1 9 0 662 
1 83 0 663 
1 95 0 664 
1 126 0 665 
1 130 0 666 
1 143 0 667 
1 161 0 668 
1 234 0 669 
1 252 0 670 
1 290 0 671 
1 299 0 672 
1 300 0 675 
1 302 0 676 
1 354 0 677 
1 384 0 679 
1 395 0 680 
1 412 0 681 
1 437 0 682 
1 491 0 684 
1 573 0 685 
1 636 0 686 
1 672 0 688 
1 676 0 689 
1 709 0 690 
1 710 0 693 
1 773 0 694 
1 791 0 695 
1 802 0 696 
1 827 0 697 
1 835 0 698 
1 856 0 699 
1 862 0 700 
